問題ID,問題文,選択肢A,選択肢B,選択肢C,選択肢D,選択肢E,正解,解説,間違えやすいポイント
PHY_Set2_019,ヤングの干渉実験（複スリット）において、スリット間隔を $d$、スクリーンまでの距離を $L$、波長を $\lambda$ とするとき、隣り合う明線の間隔 $\Delta x$ はどう表されるか。,$\Delta x = \frac{L\lambda}{d}$,$\Delta x = \frac{d\lambda}{L}$,$\Delta x = \frac{Ld}{\lambda}$,$\Delta x = \frac{\lambda}{Ld}$,$\Delta x = L\lambda d$,A,明線条件 $d \sin \theta \approx d \frac{x}{L} = m\lambda$ より、$x = m \frac{L\lambda}{d}$。よって間隔 $\Delta x = \frac{L\lambda}{d}$ となる。,式変形を間違えやすい。波長 $\lambda$ や距離 $L$ が大きいほど縞模様の間隔は広がる（ぼやけるイメージ）。
CHM_Set2_001,次のアルケンのIUPAC名はどれか：$\mathrm{CH_3-CH=CH-CH_2-CH_3}$（二重結合がトランス配置の場合）,cis-2-pentene,trans-2-pentene,trans-3-pentene,2-pentyne,1,A,b,炭素数5の鎖状不飽和炭化水素なのでペンテン。二重結合の位置は端から数えて若い番号を採用するので「2-pentene」。トランス配置なので「trans-2-pentene」となる。
CHM_Set2_002,一対の鏡像異性体（エナンチオマー）を等量混合したもので、旋光性を示さないものを何と呼ぶか。,メソ体,ラセミ体,ジアステレオマー,アトロプ異性体,幾何異性体,B,ラセミ体は右旋性（+）と左旋性（-）のエナンチオマーが1:1で混ざったものであり、互いに旋光性を打ち消し合うため光学不活性となる。,メソ体は「分子内に対称面があるため単一分子として光学不活性」なものであり、混合物であるラセミ体とは定義が異なる。
CHM_Set2_003,緩衝液の緩衝作用が最も強くなる（pHの変化を最も抑えられる）のはどのような条件下か。,pH = pKa のとき,pH = 7.0 のとき,酸と塩基の濃度差が最大になるとき,完全に中和したとき,温度が高いとき,A,ヘンダーソン・ハッセルバルヒの式において、$[\mathrm{A}^-]/[\mathrm{HA}] = 1$ のとき、つまり $\mathrm{pH} = \mathrm{p}K_a$ のときに緩衝能は最大となる。,「中性（pH 7）」が最強というわけではない。その弱酸のpKa付近で最も力を発揮する。
CHM_Set2_004,メタン ($\mathrm{CH}_4$)、アンモニア ($\mathrm{NH}_3$)、水 ($\mathrm{H}_2\mathrm{O}$) の結合角の大小関係として正しいのはどれか。,$\mathrm{CH}_4 > \mathrm{NH}_3 > \mathrm{H}_2\mathrm{O}$,$\mathrm{H}_2\mathrm{O} > \mathrm{NH}_3 > \mathrm{CH}_4$,$\mathrm{CH}_4 = \mathrm{NH}_3 = \mathrm{H}_2\mathrm{O}$,$\mathrm{NH}_3 > \mathrm{CH}_4 > \mathrm{H}_2\mathrm{O}$,$\mathrm{H}_2\mathrm{O} > \mathrm{CH}_4 > \mathrm{NH}_3$,A,いずれもsp3混成軌道に基づくが、非共有電子対（ローンペア）の反発力は共有電子対より強いため、ローンペアが多いほど結合角が押し縮められる。メタン（0対, 109.5°）、アンモニア（1対
CHM_Set2_005,吸熱反応におけるエンタルピー変化 $\Delta H$ の符号はどれか。,正（$\Delta H > 0$）,負（$\Delta H < 0$）,ゼロ（$\Delta H = 0$）,温度に依存して変わる,圧力に依存して変わる,A,吸熱反応は系が熱を吸収してエンタルピーが増加する反応なので $\Delta H > 0$ である。発熱反応は $\Delta H < 0$。,発熱反応（エネルギーが出る＝安定化する＝マイナス）の逆と覚える。
CHM_Set2_006,第二級アルコールを酸化剤（二クロム酸カリウムなど）で酸化すると生成する化合物はどれか。,アルデヒド,カルボン酸,ケトン,エーテル,エステル,C,第二級アルコール（R-CH(OH)-R'）の酸化では、ヒドロキシ基の炭素から水素が失われ、ケトン（R-CO-R'）が生成する。これ以上は容易に酸化されない。,第一級アルコールの酸化（アルデヒド→カルボン酸）と区別する。
CHM_Set2_007,硫酸イオン ($\mathrm{SO}_4^{2-}$) 中の硫黄原子(S)の酸化数はいくつか。,+2,+4,+6,-2,0,C,酸素の酸化数を-2とすると、S + 4(-2) = -2（全体の電荷）。よって S - 8 = -2 なので S = +6。,亜硫酸（+4）や硫化物（-2）と間違えないよう、全体の電荷（-2）を考慮して計算する。
CHM_Set2_009,R/S表示法（順位則）において、次の基の優先順位が正しいのはどれか。,$-OH > -NH_2 > -CH_3 > -H$,$-NH_2 > -OH > -CH_3 > -H$,$-CH_3 > -OH > -NH_2 > -H$,$-OH > -CH_3 > -NH_2 > -H$,$-H > -CH_3 > -NH_2 > -OH$,A,原子番号の大きい原子が結合している基が優先される。O(8) > N(7) > C(6) > H(1) の順である。,分子量ではなく「結合している原子の原子番号」で決まる（メチル基よりOH基の方が優先）。
STAT_Set2_001,分布が右に裾を引いている（右に歪んだ）データにおいて、代表値の大小関係として一般的なものはどれか。,平均値 > 中央値 > 最頻値,最頻値 > 中央値 > 平均値,平均値 = 中央値 = 最頻値,中央値 > 平均値 > 最頻値,関係性は定まらない,A,右に裾が長い分布（所得分布など）では、極端に大きな値（外れ値）に平均値が引っ張られるため、平均値が最も大きくなり、次いで中央値、最頻値の順となることが多い。,左に歪んだ分布（平均 < 中央 < 最頻）と混同しないように。
STAT_Set2_002,相関係数 $r = 0$ が意味することとして最も適切なのはどれか。,2変数間に全く関係がない（独立である）。,2変数間に直線的な関係（線形関係）がない。,2変数間に因果関係がない。,2変数は正規分布に従う。,データの分散が0である。,B,相関係数は「線形（直線）」関係の強さを測る指標である。$r=0$ であっても、U字型（2次関数）のような強い非線形関係が存在する可能性があるため、「関係がない（独立）」とは断定できない。,「無相関＝独立」は多変量正規分布などの特殊な条件下でのみ成立する。一般には独立なら無相関だが、無相関でも独立とは限らない。
STAT_Set2_003,統計的仮説検定において、「検出力（Power）」を表す確率はどれか。ただし、有意水準を $\alpha$、第2種の過誤確率を $\beta$ とする。,$\alpha$,$1 - \alpha$,$\beta$,$1 - \beta$,$p$ 値,D,検出力は「帰無仮説が偽である（差がある）ときに、正しく帰無仮説を棄却できる（差を見つけられる）確率」であり、$1 - \beta$ で定義される。,第1種の過誤（$\alpha$）や第2種の過誤（$\beta$）そのものと混同しやすい。検出力は高いほうが望ましい。
STAT_Set2_004,二項分布 $B(n, p)$ に従う確率変数の期待値（平均）を表す式はどれか。,$np$,$np(1-p)$,$\sqrt{np(1-p)}$,$n/p$,D,a,二項分布の期待値は $E[X] = np$、分散は $V[X] = np(1-p)$ である。
STAT_Set2_005,母集団から標本を抽出して平均値を推定する際、標本サイズ（$n$）を4倍にすると、標本平均の標準誤差（SEM）はどうなるか。,4倍になる,2倍になる,変わらない,1/2になる,1/4になる,D,標準誤差は $\sigma / \sqrt{n}$ で表される。$n$ が4倍になると分母は $\sqrt{4}=2$ 倍になるため、標準誤差は半分（1/2）になる。,分散（$1/n$になる）や、平方根を忘れて1/4にしてしまうミスに注意。精度を2倍にするにはデータが4倍必要。
STAT_Set2_006,ある検査において「病気がある人を正しく陽性と判定する確率」を何というか。,感度 (Sensitivity),特異度 (Specificity),陽性的中率 (PPV),陰性的中率 (NPV),偽陽性率,A,感度は「病気のある集団」の中で陽性が出る割合。特異度は「病気のない集団」の中で陰性が出る割合。,実際に陽性が出た時に病気である確率（陽性的中率）とは異なる。定義を正確に区別すること。
STAT_Set2_007,2つの対応のある（ペアになった）データ群の平均値の差を検定するのに適した手法はどれか。,スチューデントのt検定（対応なし）,対応のあるt検定,F検定,カイ二乗検定,マン・ホイットニーのU検定,B,同一被験者の前後比較など、データに対応がある場合は「対応のあるt検定」を用いる。差分の平均が0かどうかを検定する。,対応のないt検定（独立2群）を使うと、個体差の影響で検出力が低下する。
STAT_Set2_008,クロス集計表（分割表）を用いて、2つのカテゴリー変数（例：喫煙の有無と肺がんの有無）に関連があるかを検定する手法はどれか。,t検定,分散分析 (ANOVA),カイ二乗検定（独立性の検定）,相関分析,回帰分析,C,度数データ（カテゴリーデータ）の適合度や独立性の検定には、ピアソンのカイ二乗検定が用いられる。,量的データの平均比較であるt検定やANOVAと区別する。
STAT_Set2_010,独立な2つの事象AとBについて、Aが起こる確率を $P(A) = 0.4$、Bが起こる確率を $P(B) = 0.5$ とするとき、AとBが同時に起こる確率 $P(A \cap B)$ はいくらか。,0.1,0.2,0.4,0.5,0.9,B,事象が独立である場合、積事象の確率は個々の確率の積となる。$0.4 \times 0.5 = 0.2$。,排反事象（同時に起こらない）の場合の0や、和事象（0.4+0.5-0.2=0.7）と混同しないように。
STAT_Set2_011,条件付き確率 $P(B|A)$ の定義式として正しいのはどれか。ただし $P(A) > 0$ とする。,$\frac{P(A \cap B)}{P(B)}$,$\frac{P(A \cap B)}{P(A)}$,$\frac{P(A)}{P(B)}$,$P(A) \times P(B)$,$P(A) - P(B)$,B,Aが起きたという条件下でBが起きる確率は、AとBの積事象の確率を条件Aの確率で割ったもの。,分母が条件となる事象の確率（$P(A)$）であることを確認する。
STAT_Set2_012,ある病気の有病率が低い場合、スクリーニング検査で陽性となった人が本当に病気である確率（陽性的中率）はどうなる傾向があるか。,非常に高くなる,感度と同じになる,特異度と同じになる,低くなる,変化しない,D,有病率が低いと、検査が陽性になる人のうち「偽陽性（病気でないのに陽性）」の割合が相対的に増えるため、陽性的中率は著しく低下する（偽陽性のパラドックス）。,感度・特異度が高くても、有病率の影響を強く受ける点に注意。
STAT_Set2_013,箱ひげ図において、箱の「長さ」（上端と下端の差）が表す統計量はどれか。,範囲 (Range),分散 (Variance),標準偏差 (SD),四分位範囲 (IQR),信頼区間 (CI),D,箱の上端は第3四分位数(Q3)、下端は第1四分位数(Q1)であり、その差は四分位範囲(IQR)を表す。データの散らばりのロバストな指標。,「範囲（最大値-最小値）」はひげの端から端（または外れ値を含む全範囲）であり、箱の長さではない。
STAT_Set2_014,名義尺度（Nominal scale）に分類されるデータはどれか。,身長 (cm),体重 (kg),テストの点数,血液型 (A, B,B, AB),満足度（5段階評価）
STAT_Set2_015,回帰分析において、決定係数 $R^2$ が $1$ に近いことは何を意味するか。,データに外れ値が多い。,回帰直線がデータによく当てはまっている。,変数間に因果関係がない。,傾きが1に近い。,相関係数が0に近い。,B,決定係数は、回帰モデルがデータの変動をどれだけ説明できているか（当てはまりの良さ）を示す指標。1に近いほど説明力が高い。,「相関係数」ではないが、単回帰では相関係数の2乗に等しい。
STAT_Set2_016,標準偏差が10の母集団からサイズ100の標本を抽出したとき、標本平均の標準誤差はいくらか。,0.1,1,10,100,1000,B,標準誤差 $SE = \sigma / \sqrt{n} = 10 / \sqrt{100} = 10 / 10 = 1$。,計算問題だが、公式を覚えていれば暗算可能。
